"firstyear","lastyear","prob_noisy"
1977,1977,0.0280527821734275
1977,1978,0.026577910062991
1977,1979,0.0215702398461265
1977,1980,0.0196450442421811
1977,1981,0.0175757187521044
1977,1982,0.0173681381249584
1977,1983,0.0158750325427049
1977,1984,0.0133817796232614
1977,1985,0.0125697575685351
1977,1986,0.0122652323799663
1977,1987,0.0124261079100818
1977,1988,0.00678678400061798
1977,1989,0.00798959239504847
1977,1990,0.00649292980674165
1977,1991,0.00637500555874808
1977,1992,0.00539958134027751
1977,1993,0.00507633308922114
1977,1994,0.00421323689677963
1977,1995,0.00366747724104292
1977,1996,0.00335966820547154
1977,1997,0.00437380485447015
1977,1998,0.0032842166859294
1977,1999,0.00290313419389419
1977,2000,0.032363166755398
1978,1978,0
1978,1979,0.00162697636792201
1978,1980,0.00380559142509227
1978,1981,0.00363613188174709
1978,1982,0.00345485182614985
1978,1983,0.00227005195866966
1978,1984,0.00180019940547369
1978,1985,0.00146124103200432
1978,1986,0.00114666259160482
1978,1987,0.00115736240741229
1978,1988,0.000648503874610311
1978,1989,0.000957383200802931
1978,1990,0.000453650820175263
1978,1991,0.000766024133999857
1978,1992,0.000624815679558069
1978,1993,0.000504040670023596
1978,1994,0.000354365054457951
1978,1995,0.000402719104194308
1978,1996,0.000294403884217595
1978,1997,0.000449740761895108
1978,1998,0.000151076578189848
1978,1999,0.000157098577660618
1978,2000,0.00273928743063804
1979,1979,0
1979,1980,0.00318607426489786
1979,1981,0.00427221106707623
1979,1982,0.0037618557187701
1979,1983,0.0024496140768838
1979,1984,0.00192784420046308
1979,1985,0.00174093938508783
1979,1986,0.00137882407696776
1979,1987,0.00143951424988817
1979,1988,0.000829928467087061
1979,1989,0.000515818934211645
1979,1990,0.000881239988594638
1979,1991,0.000594725178258945
1979,1992,0.000688505842894769
1979,1993,0.000227743063018372
1979,1994,0.000480100199703226
1979,1995,0.000288881758201996
1979,1996,0.000336184929346685
1979,1997,0.000256878136851364
1979,1998,0.000259810865273082
1979,1999,0.000492714780438779
1979,2000,0.00240077824891445
1980,1980,0
1980,1981,0.00241230675027371
1980,1982,0.00466365121468367
1980,1983,0.00346046685473937
1980,1984,0.00259769604815177
1980,1985,0.00179263250397091
1980,1986,0.00134535922222407
1980,1987,0.0011571611755227
1980,1988,0.000763789208776953
1980,1989,0.000774294855487791
1980,1990,0.000619626699680473
1980,1991,0.000774187054016717
1980,1992,0.000419322396655674
1980,1993,0.000379447865393061
1980,1994,0.000392701479159322
1980,1995,0.000452612072966661
1980,1996,0.000438574548085403
1980,1997,0.000362269328339237
1980,1998,0.000382385572482763
1980,1999,0.000254834955732295
1980,2000,0.00233704535776362
1981,1981,0
1981,1982,0.00535911321318802
1981,1983,0.00616223466101507
1981,1984,0.00301712647007075
1981,1985,0.00298738621869328
1981,1986,0.00217819568505632
1981,1987,0.00144877712756536
1981,1988,0.00129514818389831
1981,1989,0.0013879551854645
1981,1990,0.000857308968187532
1981,1991,0.000991889630917434
1981,1992,0.000649739004536764
1981,1993,0.000482262031381958
1981,1994,0.000618029389448005
1981,1995,0.000516229559819243
1981,1996,0.000301804588468916
1981,1997,0.000377071407145175
1981,1998,0.000248967408220001
1981,1999,0.000351416304814563
1981,2000,0.00357945303511222
1982,1982,0
1982,1983,0.00368454946374236
1982,1984,0.00404137662595154
1982,1985,0.00314538897576912
1982,1986,0.00219395979798519
1982,1987,0.00169960125344464
1982,1988,0.00108220343847385
1982,1989,0.00105354266783988
1982,1990,0.000657482526374461
1982,1991,0.000622092665627144
1982,1992,0.000749360701172572
1982,1993,0.000481229602319139
1982,1994,0.00071064212163825
1982,1995,0.000612914572160744
1982,1996,0.000428685937490654
1982,1997,0.000326206174704049
1982,1998,0.000364161018552092
1982,1999,0.000522668990162017
1982,2000,0.00341438571302935
1983,1983,0
1983,1984,0.00109875215824175
1983,1985,0.00272108521970167
1983,1986,0.0025857932747055
1983,1987,0.00188181677323723
1983,1988,0.00239424469648383
1983,1989,0.0019570987486635
1983,1990,0.00157784649123404
1983,1991,0.0010216308703165
1983,1992,0.000865107763584714
1983,1993,0.000765866951764176
1983,1994,0.000852155860288254
1983,1995,0.000672670874913978
1983,1996,0.000562229628384953
1983,1997,0.000429323028891113
1983,1998,0.000450095408038911
1983,1999,0.000321013650059409
1983,2000,0.00349974600450191
1984,1984,1.18514064628608e-05
1984,1985,0.000406572201941194
1984,1986,0.00418651307901035
