"firstyear","lastyear","prob_noisy"
1977,1977,0.0336801838884569
1977,1978,0.0337453280573677
1977,1979,0.0295461207441243
1977,1980,0.0227801591845354
1977,1981,0.018049182816874
1977,1982,0.0196399594719136
1977,1983,0.0126057674234324
1977,1984,0.0120356789522947
1977,1985,0.0122959336020218
1977,1986,0.00943511100416632
1977,1987,0.0115337281469412
1977,1988,0.00533178444252799
1977,1989,0.00997751607286346
1977,1990,0.00622116336999998
1977,1991,0.00711505796624533
1977,1992,0.00554979165320386
1977,1993,0.00472560548746149
1977,1994,0.00404678010788594
1977,1995,0.00350775369471092
1977,1996,0.00363100605916793
1977,1997,0.00333727209562993
1977,1998,0.00323534759403757
1977,1999,0.00247343120511497
1977,2000,0.0362994845833298
1978,1978,0
1978,1979,0.00271908416218876
1978,1980,0.004742783191486
1978,1981,0.00303473302583914
1978,1982,0.00294389696203249
1978,1983,0.00190494956016353
1978,1984,0.00167731872828793
1978,1985,0.00162867400107325
1978,1986,0.00122048359375033
1978,1987,0.00132639417451823
1978,1988,0.000753726726417581
1978,1989,0.0011126627744074
1978,1990,0.000652950391346484
1978,1991,0.000738226363235235
1978,1992,0.000531833523065312
1978,1993,0.00039484153563071
1978,1994,0.000380953368022014
1978,1995,0.000398763630081058
1978,1996,0.000332983664981028
1978,1997,0.000422766226936264
1978,1998,0.000322240295177262
1978,1999,0.000245702454014551
1978,2000,0.00378010489536347
1979,1979,0
1979,1980,0.00336451110268603
1979,1981,0.00402741045427825
1979,1982,0.00359243520796762
1979,1983,0.00232613735750389
1979,1984,0.00211976564693643
1979,1985,0.00179854267556465
1979,1986,0.00134405127158001
1979,1987,0.00160099732755675
1979,1988,0.000877856465420943
1979,1989,0.00112365968881717
1979,1990,0.000756989768768235
1979,1991,0.000845217253516831
1979,1992,0.000631889881730424
1979,1993,0.00050560814305274
1979,1994,0.000404337742525924
1979,1995,0.0004132051972171
1979,1996,0.000395525285251914
1979,1997,0.000412501584370185
1979,1998,0.000283541557351376
1979,1999,0.000294039144845116
1979,2000,0.00395014435140506
1980,1980,0
1980,1981,0.00277093093812483
1980,1982,0.00453750621760711
1980,1983,0.00286477198654717
1980,1984,0.00229764539174845
1980,1985,0.00214250779416022
1980,1986,0.00165183489907968
1980,1987,0.00169242163466838
1980,1988,0.000843439527693308
1980,1989,0.00105191418750586
1980,1990,0.000810989329832957
1980,1991,0.000941951964446787
1980,1992,0.000675274206617528
1980,1993,0.000440512062621838
1980,1994,0.000444570726277118
1980,1995,0.000440625205930286
1980,1996,0.000347204725720845
1980,1997,0.000425671016766177
1980,1998,0.000360839579032278
1980,1999,0.000295075571016227
1980,2000,0.00408396584405317
1981,1981,4.49067943268141e-06
1981,1982,0.00461396665251423
1981,1983,0.00556515458855599
1981,1984,0.00386080822546446
1981,1985,0.00310389865011851
1981,1986,0.00220993041250128
1981,1987,0.00240277785936122
1981,1988,0.00108782003121168
1981,1989,0.00180084160955415
1981,1990,0.00097009011607194
1981,1991,0.00129968597533231
1981,1992,0.000888094286389486
1981,1993,0.00074819534895857
1981,1994,0.000664519055351033
1981,1995,0.000479203878336081
1981,1996,0.000591551435082974
1981,1997,0.000507235705707232
1981,1998,0.000384747963938064
1981,1999,0.000330419100637462
1981,2000,0.00572016057869926
1982,1982,0
1982,1983,0.00404741625379451
1982,1984,0.00515974906954259
1982,1985,0.00376719381255334
1982,1986,0.00245430594608404
1982,1987,0.00278349114967812
1982,1988,0.00136156076610293
1982,1989,0.00170565478637298
1982,1990,0.0010439743958068
1982,1991,0.00160271116869988
1982,1992,0.00102939045183531
1982,1993,0.000672151532391434
1982,1994,0.000685142383681283
1982,1995,0.000521690196406059
1982,1996,0.000578463861078575
1982,1997,0.000555710350838527
1982,1998,0.000409966658187788
1982,1999,0.00033002012964162
1982,2000,0.00521357817227214
1983,1983,0
1983,1984,0.00288319198324551
1983,1985,0.00530041092109571
1983,1986,0.00374780531184502
1983,1987,0.0029819914187746
1983,1988,0.00200281100432673
1983,1989,0.00215627223557337
1983,1990,0.00156161845299986
1983,1991,0.00146201510785973
1983,1992,0.00103760696086164
1983,1993,0.000826529221768041
1983,1994,0.000734614959369506
1983,1995,0.000638713656924861
1983,1996,0.000702901613060397
1983,1997,0.000570004143507127
1983,1998,0.000472524184773508
1983,1999,0.000439942263635874
1983,2000,0.005599815879927
1984,1984,0
1984,1985,0.00241611612230719
1984,1986,0.00431057689094537
1984,1987,0.00376987093051386
1984,1988,0.00260448949339981
1984,1989,0.00220638987715552
1984,1990,0.00158312029200129
1984,1991,0.00141929796751598
1984,1992,0.00115238321049277
1984,1993,0.000862315969473071
1984,1994,0.000793101705933053
1984,1995,0.000752452339682425
1984,1996,0.000758751369701758
1984,1997,0.000729012872460854
1984,1998,0.000556427072909193
1984,1999,0.000527712607431959
1984,2000,0.00596760985734458
1985,1985,0
1985,1986,0.00286159986854051
1985,1987,0.00526148912290162
1985,1988,0.00372746675933714
1985,1989,0.00301092829485683
1985,1990,0.0022889772110717
1985,1991,0.00202350606765667
1985,1992,0.00150210197298956
1985,1993,0.00100296137907426
1985,1994,0.00100914971395169
1985,1995,0.000889415183188576
1985,1996,0.000861816968692569
1985,1997,0.000709255869635654
1985,1998,0.00063180408568637
1985,1999,0.00050980982358008
1985,2000,0.0068403687890391
1986,1986,3.23677707032645e-06
1986,1987,0.00353742083673683
1986,1988,0.00535829747298756
1986,1989,0.00429500856464822
1986,1990,0.00289847741101821
1986,1991,0.00237977146372884
1986,1992,0.00189263029222572
1986,1993,0.00120104727063841
1986,1994,0.0011004706704711
1986,1995,0.000919258062598864
1986,1996,0.00100604438659901
1986,1997,0.000890947695272619
1986,1998,0.000722943236025579
1986,1999,0.000557419545969042
1986,2000,0.00726318421873126
1987,1987,0
1987,1988,0.00406708884629829
1987,1989,0.00529623179113987
1987,1990,0.00333874546887039
1987,1991,0.00293228227730201
1987,1992,0.00242095646150493
1987,1993,0.00181812503046052
1987,1994,0.00122964717886955
1987,1995,0.00115596400025706
1987,1996,0.00105328001849908
1987,1997,0.00101566899980182
1987,1998,0.00078325975270428
1987,1999,0.000598726430666168
1987,2000,0.00819548238153824
1988,1988,0
1988,1989,0.00285259279654024
1988,1990,0.00359873243370283
1988,1991,0.00258309960128649
1988,1992,0.00210653771537105
1988,1993,0.00189973915594785
1988,1994,0.00157445349550611
1988,1995,0.00107360458536725
1988,1996,0.00126197435300714
1988,1997,0.000985906013414194
1988,1998,0.000829976256344848
1988,1999,0.000712429342676539
1988,2000,0.0069632422701289
1989,1989,0
1989,1990,0.00233125719923359
1989,1991,0.00305637421496405
1989,1992,0.00306044308803367
1989,1993,0.00240556679137772
1989,1994,0.00189072395529076
1989,1995,0.00156086924128086
1989,1996,0.00144894325901641
1989,1997,0.00132653304315328
1989,1998,0.000930197855583452
1989,1999,0.000889086558540581
1989,2000,0.00886721947697262
1990,1990,2.02105662647993e-06
1990,1991,0.00210203418393094
1990,1992,0.00396904607198543
1990,1993,0.00290228562659578
1990,1994,0.00211787341791121
1990,1995,0.00172095645290969
1990,1996,0.00160474654338623
1990,1997,0.00126954812872127
1990,1998,0.00107581781165852
1990,1999,0.000813268158219566
1990,2000,0.00927461987051052
1991,1991,3.50172147855756e-06
1991,1992,0.0026951087155522
1991,1993,0.00402311410326681
1991,1994,0.00296173625787017
1991,1995,0.00212299352681071
1991,1996,0.00187985868579681
1991,1997,0.00158372120900736
1991,1998,0.00126196474102024
1991,1999,0.000974266081047119
1991,2000,0.00992470279368555
1992,1992,0
1992,1993,0.00313990955733666
1992,1994,0.00378075370116454
1992,1995,0.00271983746231399
1992,1996,0.00242102030438224
1992,1997,0.00183476427327322
1992,1998,0.00143524348434106
1992,1999,0.00105413390554151
1992,2000,0.0101983928803688
1993,1993,1.40177890916698e-06
1993,1994,0.00267729241195924
1993,1995,0.00387360267812856
1993,1996,0.00308860791257865
1993,1997,0.00215054726114876
1993,1998,0.00166992638721458
1993,1999,0.00144220041072786
1993,2000,0.0121800687495893
1994,1994,1.75205329929057e-06
1994,1995,0.00304908083077326
1994,1996,0.00391307071309761
1994,1997,0.00271617191638378
1994,1998,0.00206693408073893
1994,1999,0.00159558523080198
1994,2000,0.0137464348427256
1995,1995,0
1995,1996,0.00299632668252112
1995,1997,0.00377404998497764
1995,1998,0.00280455843610759
1995,1999,0.00203921490471377
1995,2000,0.0150899772158536
1996,1996,5.81915972676487e-06
1996,1997,0.00315972360629031
1996,1998,0.00400134814869667
1996,1999,0.00304954769575242
1996,2000,0.0185869724116648
1997,1997,0
1997,1998,0.0034223744427277
1997,1999,0.00384989436476792
1997,2000,0.0206246069183214
1998,1998,7.91191929091701e-07
1998,1999,0.00340228235561557
1998,2000,0.023241476053975
1999,1999,0
